,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,14496.0,624.0,624.0,224.0,143.0,143.0,,20946.0,10545.0,10401.0,10398.0,3.0,510.0,-44.0,-716.0,1086.0,382.0,-427.0,5176.0,4.31,0.99,,,101.38,1844.25,2284.0,49.92,102431.0,1.11,,,0.0,10205783.0
